buy1_id,buy1_count,buy2_id,buy2_count,sell_id,sell_name,sell_custom_model_data,add_armor_nbt
minecraft:diamond_helmet,1,minecraft:cod,1,minecraft:carved_pumpkin,嘴叼生鲜,114,true
minecraft:diamond_helmet,1,minecraft:salmon,1,minecraft:carved_pumpkin,头顶生鲜,115,true
minecraft:diamond_helmet,1,minecraft:trident,1,minecraft:carved_pumpkin,大脑通透器,116,true
minecraft:diamond_helmet,1,minecraft:observer,1,minecraft:carved_pumpkin,思考者,117,true
minecraft:diamond_helmet,1,minecraft:redstone,1,minecraft:carved_pumpkin,女巫帽,118,true
minecraft:diamond_helmet,1,minecraft:emerald,16,minecraft:carved_pumpkin,铁匠帽,119,true
minecraft:diamond_helmet,1,minecraft:emerald,16,minecraft:carved_pumpkin,制箭帽,120,true
minecraft:diamond_helmet,1,minecraft:emerald,16,minecraft:carved_pumpkin,渔夫帽,121,true
minecraft:diamond_helmet,1,minecraft:emerald,16,minecraft:carved_pumpkin,农夫帽,122,true
minecraft:diamond_helmet,1,minecraft:emerald,16,minecraft:carved_pumpkin,屠夫帽,123,true
minecraft:diamond_helmet,1,minecraft:emerald,16,minecraft:carved_pumpkin,纺织帽,124,true
minecraft:diamond_helmet,1,minecraft:emerald,16,minecraft:carved_pumpkin,图管帽,125,true
minecraft:diamond_helmet,1,minecraft:purple_dye,1,minecraft:carved_pumpkin,厉害的紫色魔法帽子,126,true
minecraft:diamond_helmet,1,minecraft:wheat,1,minecraft:carved_pumpkin,草帽,20001,true
minecraft:diamond_helmet,1,minecraft:gold_nugget,1,minecraft:carved_pumpkin,南烛的女巫帽,20003,true
minecraft:diamond_helmet,1,minecraft:gold_nugget,1,minecraft:carved_pumpkin,白色女巫帽,20004,true
minecraft:diamond_helmet,1,minecraft:iron_nugget,1,minecraft:carved_pumpkin,矿工帽,20005,true
minecraft:diamond_helmet,1,minecraft:iron_nugget,1,minecraft:carved_pumpkin,红色矿工帽,20006,true
minecraft:diamond_helmet,1,minecraft:carved_pumpkin,1,minecraft:carved_pumpkin,南烛,20007,true
minecraft:diamond_helmet,1,minecraft:tropical_fish,1,minecraft:carved_pumpkin,粉色蝾螈帽,20008,true
minecraft:diamond_helmet,1,minecraft:tropical_fish,1,minecraft:carved_pumpkin,黄色蝾螈帽,20009,true
minecraft:diamond_helmet,1,minecraft:tropical_fish,1,minecraft:carved_pumpkin,白色蝾螈帽,20010,true
minecraft:diamond_helmet,1,minecraft:tropical_fish,1,minecraft:carved_pumpkin,蓝色蝾螈帽,20011,true
minecraft:diamond_helmet,1,minecraft:tropical_fish,1,minecraft:carved_pumpkin,棕色蝾螈帽,20012,true
minecraft:diamond_helmet,1,minecraft:carved_pumpkin,1,minecraft:carved_pumpkin,hope_99,20013,true
minecraft:diamond_helmet,1,minecraft:carved_pumpkin,1,minecraft:carved_pumpkin,nekkiowo,20014,true
